2025-07-22 17:05:18,499 - rfid_reader - DEBUG - Attempting to initialize RFID reader...
2025-07-22 17:05:18,575 - rfid_reader - DEBUG - [RFID Reader Initialized] Device is active.
2025-07-22 17:05:18,575 - rfid_reader - DEBUG - [RFID Reader Running] Reading loop started.
2025-07-22 17:05:18,575 - rfid_reader - DEBUG - RFID reader thread started successfully
2025-07-22 17:05:18,590 - rfid_reader - DEBUG - Tag sender thread started successfully
2025-07-22 17:05:51,292 - rfid_reader - DEBUG - Exiting application via system tray
2025-07-22 17:06:06,598 - rfid_reader - DEBUG - Attempting to initialize RFID reader...
2025-07-22 17:06:06,675 - rfid_reader - DEBUG - [RFID Reader Initialized] Device is active.
2025-07-22 17:06:06,675 - rfid_reader - DEBUG - [RFID Reader Running] Reading loop started.
2025-07-22 17:06:06,676 - rfid_reader - DEBUG - RFID reader thread started successfully
2025-07-22 17:06:06,690 - rfid_reader - DEBUG - Tag sender thread started successfully
2025-07-22 17:06:09,677 - rfid_reader - DEBUG - Opening credential UI via system tray
2025-07-22 17:06:46,170 - rfid_reader - DEBUG - UI closed without submitting credentials
2025-07-22 17:07:13,946 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:14,046 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:14,147 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:14,248 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:14,349 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:14,449 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:14,550 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:14,651 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:14,752 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:14,853 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:14,954 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:15,054 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:15,155 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:15,255 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:15,356 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:15,456 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:15,557 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:15,658 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:15,759 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:15,860 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:15,961 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:16,062 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:16,163 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:16,264 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:16,365 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:16,466 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:16,566 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:16,667 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:16,768 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:16,869 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:16,969 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:17,070 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:17,171 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:17,272 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:17,372 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:17,473 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:17,574 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:17,674 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:17,775 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:17,876 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:17,977 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:18,077 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:18,178 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:18,278 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:18,379 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:18,480 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:18,580 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:18,681 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:18,782 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:18,883 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:18,983 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:19,084 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:19,185 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:19,285 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:19,386 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:19,487 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:19,587 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:19,687 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:19,788 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:19,889 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:19,990 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:20,090 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:20,191 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:20,292 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:20,392 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:20,493 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:20,594 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:20,695 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:20,796 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:20,908 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:21,008 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:21,109 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:21,210 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:21,311 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:21,412 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:21,512 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:21,613 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:21,714 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:21,815 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:21,915 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:22,016 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:22,117 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:22,218 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:22,318 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:22,419 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:22,520 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:22,621 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:22,721 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:22,822 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:22,923 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:23,024 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:23,126 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:23,226 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:23,328 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:23,429 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:23,529 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:23,632 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:23,733 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:23,833 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:23,934 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:24,035 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:24,136 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:24,236 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:24,337 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:24,438 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:24,539 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:24,640 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:24,740 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:24,841 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:24,941 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:25,042 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:25,143 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:25,244 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:25,345 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:25,446 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:25,546 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:25,647 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:25,748 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:25,848 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:25,949 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:26,050 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:26,150 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:26,251 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:26,352 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:26,453 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:26,554 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:26,655 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:26,756 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:26,857 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:26,957 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:27,059 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:27,159 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:27,260 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:27,361 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:27,462 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:27,562 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:27,663 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:27,763 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:27,864 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:27,965 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:28,065 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:28,166 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:28,267 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:28,367 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:28,468 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:28,569 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:28,669 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:28,770 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:28,870 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:28,971 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:29,072 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:29,173 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:29,273 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:29,374 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:29,475 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:29,576 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:29,677 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:29,778 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:29,879 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:29,980 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:30,080 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:30,181 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:30,281 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:30,382 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:32,561 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:07:45,721 - rfid_reader - DEBUG - Attempting to initialize RFID reader...
2025-07-22 17:07:45,802 - rfid_reader - DEBUG - [RFID Reader Initialized] Device is active.
2025-07-22 17:07:45,802 - rfid_reader - DEBUG - [RFID Reader Running] Reading loop started.
2025-07-22 17:07:45,802 - rfid_reader - DEBUG - RFID reader thread started successfully
2025-07-22 17:07:45,817 - rfid_reader - DEBUG - Tag sender thread started successfully
2025-07-22 17:08:00,767 - rfid_reader - DEBUG - Opening credential UI via system tray
2025-07-22 17:08:03,022 - rfid_reader - DEBUG - UI closed without submitting credentials
2025-07-22 17:08:03,053 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:03,153 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:03,254 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:03,355 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:03,457 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:03,559 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:03,660 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:03,760 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:03,861 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:03,961 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:04,062 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:04,162 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:04,263 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:04,364 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:04,465 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:04,565 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:04,666 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:04,767 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:04,868 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:04,969 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:05,073 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:05,174 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:05,275 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:05,376 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:05,476 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:05,577 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:05,678 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:05,778 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:05,879 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:05,980 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:06,080 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:06,181 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:06,282 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:06,383 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:06,483 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:06,584 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:06,685 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:06,785 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:06,886 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:06,987 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:07,088 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:07,189 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:07,289 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:07,390 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:07,491 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:07,592 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:07,692 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:07,793 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:07,894 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:07,994 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:08,096 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:08,197 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:08,298 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:08,399 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:08,501 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:08,605 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:08,706 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:08,807 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:08,908 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:09,008 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:09,109 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:09,210 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:09,311 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:09,412 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:09,513 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:09,614 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:09,715 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:09,816 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:09,917 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:10,017 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:10,118 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:10,219 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:10,320 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:10,421 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:10,522 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:10,623 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:10,723 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:10,824 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:10,925 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:11,026 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:11,127 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:11,227 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:11,328 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:11,429 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:11,530 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:11,631 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:11,732 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:11,833 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:11,934 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:12,035 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:12,135 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:12,236 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:12,337 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:12,438 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:12,539 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:12,639 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:12,740 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:12,841 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:12,942 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:13,043 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:13,143 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:13,245 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:13,346 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:13,447 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:13,547 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:13,648 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:13,749 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:13,850 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:13,951 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:14,052 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:14,152 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:14,253 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:14,353 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-22 17:08:14,454 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
